user_id,cluster
45,14
181,14
1310,14
2137,14
2325,14
2566,14
3068,14
3512,14
4900,14
6051,14
6227,14
6253,14
6554,14
6556,14
6701,14
6804,14
6889,14
7025,14
8172,14
8423,14
8997,14
9191,14
9698,14
9806,14
10678,32
10832,32
11408,32
11411,32
12705,32
13389,32
13662,32
13766,32
13860,32
14332,32
14633,32
15732,32
15905,32
17408,32
17683,32
18529,32
18736,32
19986,32
21151,3
21169,3
22125,3
22452,3
22462,3
22810,3
22858,3
23397,3
24055,3
24532,3
24816,3
25008,3
25467,3
25596,3
25616,3
25639,3
25833,3
25976,3
26219,3
26507,3
27342,3
27674,3
28779,3
28783,3
29876,3
30016,3
30105,3
30391,46
30833,46
30910,46
31151,46
31262,46
31667,46
31949,46
32100,46
32774,46
33030,46
33522,46
33661,46
34885,46
35120,46
35275,46
35550,46
35759,46
36029,46
36204,46
36219,46
37035,46
37040,46
37148,46
37502,46
37861,46
38268,46
38500,46
38608,46
39049,46
40299,16
40513,16
42065,16
42442,16
42608,16
42612,16
42893,16
44360,16
44392,16
45992,16
46193,16
46353,16
46777,16
48161,16
48785,25
50290,25
50491,25
50976,25
51125,25
52351,25
52553,25
52910,25
52972,25
53477,25
53851,25
55053,25
55496,25
55644,25
55703,25
55869,25
56458,25
58399,42
58518,42
58616,42
58806,42
59137,42
60334,42
60855,42
61299,42
61395,42
61428,42
61631,42
61696,42
61947,42
62110,42
62212,42
62330,42
62755,42
62900,42
63140,42
63844,42
65046,42
65237,42
66130,42
66325,42
67182,7
67315,7
68013,7
68117,7
68120,7
68344,7
68766,7
68775,7
69407,7
69646,7
69820,7
70828,7
71276,7
71626,7
71641,7
71770,7
71932,7
72593,7
73107,7
73198,7
73211,7
73279,7
73781,7
73927,7
73964,7
74452,7
74933,7
75568,7
75649,7
75651,7
75999,7
76079,7
76626,30
77381,30
78371,30
78485,30
78579,30
78643,30
78979,30
80031,30
80722,30
81875,30
82531,30
82634,30
83285,30
83331,30
83405,30
83467,30
83542,30
83842,30
85614,17
85772,17
86438,17
86615,17
87586,17
87826,17
88021,17
88659,17
89338,17
90497,17
91466,17
92087,17
92316,17
92623,17
92764,17
93143,17
94279,44
94506,44
95312,44
95744,44
96438,44
96748,44
96799,44
97136,44
97395,44
97472,44
97770,44
98002,44
98452,44
98509,44
98628,44
98685,44
98701,44
99298,44
99377,44
100826,44
100836,44
101102,44
101346,44
101773,44
102147,44
102274,44
102353,44
102456,44
103240,10
103915,10
104021,10
104116,10
104283,10
104586,10
106079,10
106099,10
106431,10
106467,10
106709,10
106817,10
107879,10
108492,10
109269,10
109552,10
109631,10
109899,10
110189,10
110780,10
112419,24
112755,24
113260,24
113774,24
114291,24
115838,24
115917,24
116550,24
116689,24
117254,24
117537,24
117822,24
117960,24
118437,24
121580,0
121918,0
122019,0
123093,0
123176,0
123219,0
123426,0
123470,0
123639,0
124291,0
125165,0
125543,0
125784,0
126348,0
126857,0
127340,0
127468,0
127620,0
127630,0
128487,0
129055,0
129916,45
130232,45
130487,45
130595,45
130812,45
131563,45
131996,45
132054,45
132179,45
132198,45
132456,45
132886,45
133183,45
133543,45
134779,45
134811,45
135274,45
136377,45
136387,45
136775,45
137207,45
140701,27
140720,27
140764,27
140786,27
140898,27
141136,27
141679,27
143528,27
143581,27
143905,27
144252,27
144536,27
144583,27
144903,27
144989,27
146450,27
146818,27
147306,27
147870,27
147973,27
149429,12
149708,12
149804,12
151893,12
151943,12
152041,12
152184,12
152449,12
153359,12
153385,12
154354,12
154619,12
154802,12
155011,12
155886,12
156021,12
156801,12
157162,12
157974,47
158829,47
158971,47
159044,47
160975,47
161131,47
161712,47
161847,47
163195,47
163300,47
163485,47
163649,47
163860,47
164400,47
164880,21
164996,21
166482,21
166534,21
166802,21
167080,21
167441,21
167524,21
167728,21
167852,21
168087,21
168144,21
168516,21
169122,21
169378,21
169597,21
170554,21
171699,21
173157,39
174001,39
174587,39
175061,39
175809,39
175857,39
176484,39
176667,39
176711,39
177305,39
177607,39
178706,39
178774,39
178941,39
179478,39
179691,39
180062,39
180351,39
180948,39
182858,8
183187,8
183394,8
183861,8
183997,8
184222,8
184629,8
184999,8
185269,8
185365,8
185366,8
185650,8
186081,8
186320,8
186629,8
186655,8
186750,8
187070,8
187086,8
187555,8
188219,8
188475,8
188637,8
188838,8
189203,37
189292,37
189548,37
189855,37
189857,37
190048,37
190512,37
190982,37
191004,37
191190,37
191763,37
191779,37
192523,37
192612,37
194039,37
194892,37
195021,37
195519,37
195781,37
197391,26
197442,26
197539,26
197615,26
198215,26
198739,26
199043,26
199171,26
199380,26
199986,26
200420,26
200507,26
200523,26
200817,26
200839,26
200897,26
203135,26
203203,26
203350,26
203667,26
203883,26
206400,4
206554,4
206877,4
207176,4
207344,4
207482,4
207618,4
207868,4
208057,4
208171,4
208571,4
210149,4
210681,4
210766,4
210902,4
211058,4
211372,4
211720,4
212622,4
212691,4
213202,4
213473,4
214000,4
215010,18
215235,18
215536,18
215656,18
216294,18
216356,18
216451,18
217315,18
217601,18
217718,18
218068,18
218297,18
218449,18
218578,18
218726,18
218731,18
218944,18
218950,18
218962,18
219071,18
219333,18
219392,18
219588,18
219688,18
220696,18
220817,18
220918,18
221465,18
221903,18
222413,18
222452,18
222878,18
222909,18
223244,18
223962,18
224030,18
225107,19
225779,19
226023,19
226046,19
226066,19
226395,19
226502,19
228179,19
228605,19
228613,19
229202,19
229631,19
229644,19
230824,19
231275,19
231339,19
231604,19
232150,19
232537,19
232944,19
233273,19
234233,34
234478,34
234624,34
234771,34
234803,34
237440,34
238247,34
238381,34
238852,34
239000,34
239636,34
241600,34
242117,34
242157,34
242593,34
242744,34
243950,34
246744,2
247150,2
247566,2
248013,2
248313,2
248531,2
248673,2
248702,2
248830,2
249242,2
249439,2
249590,2
249717,2
250396,2
251525,2
252040,2
252152,2
252164,2
252622,2
252857,2
252876,2
253096,2
253125,2
254436,2
255185,35
257510,35
257724,35
258027,35
259063,35
259289,35
259296,35
259495,35
260599,35
260957,35
261376,35
261472,35
261721,35
263156,11
263526,11
263560,11
263871,11
264140,11
264311,11
265368,11
265378,11
265844,11
265909,11
266125,11
266367,11
266507,11
266616,11
266757,11
267312,11
267360,11
267414,11
268832,11
269159,40
270071,40
270176,40
270200,40
270524,40
270599,40
270940,40
271040,40
271134,40
271383,40
271394,40
271611,40
271617,40
271619,40
272199,40
272941,40
273118,40
273556,40
273885,40
274108,40
274410,40
274700,40
274782,40
275176,40
275779,40
277156,40
277299,40
278047,22
279750,22
280607,22
281305,22
281650,22
281850,22
282059,22
282823,22
282828,22
283339,22
283391,22
284482,22
284515,22
284580,22
285137,22
285332,22
286559,22
287029,22
289647,41
290078,41
291027,41
292568,41
292965,41
293157,41
293466,41
293513,41
294165,41
295020,41
295857,41
296284,41
296753,6
297233,6
298230,6
298294,6
298744,6
298763,6
299203,6
299456,6
299523,6
300288,6
300657,6
300695,6
301177,6
301189,6
301194,6
301313,6
301341,6
301429,6
303489,38
303584,38
303782,38
304867,38
305043,38
305120,38
305210,38
305219,38
305716,38
306133,38
306868,38
307259,38
308198,38
309390,38
309496,38
309621,38
309922,38
310786,38
311019,38
314444,29
315057,29
315137,29
315484,29
316495,29
316512,29
316709,29
316882,29
317278,29
317478,29
317654,29
317819,29
318184,29
318295,29
319126,29
319355,29
319524,29
319994,29
320490,29
320710,29
322377,13
324354,13
325119,13
325474,13
326795,13
327090,13
327782,13
328909,13
330900,36
330955,36
331040,36
331394,36
332084,36
332383,36
332605,36
332702,36
333012,36
333743,36
334314,36
335638,36
335675,36
335725,36
335780,36
337372,36
337407,36
337421,36
337888,36
338868,20
339281,20
339912,20
339922,20
340118,20
340235,20
340688,20
340738,20
340890,20
340985,20
342586,20
343299,20
343467,20
344843,20
344865,20
345001,20
345143,20
345384,20
345780,20
345786,20
346430,43
347361,43
347528,43
347581,43
347650,43
347854,43
348134,43
348225,43
348742,43
349623,43
349753,43
350421,43
350621,43
350853,43
351335,43
351606,43
351733,43
351800,43
352117,43
352178,43
352720,43
352994,43
353924,43
355093,1
356094,1
356251,1
356601,1
357030,1
357200,1
357941,1
358276,1
358423,1
358472,1
358573,1
360448,1
360793,1
360886,1
360985,1
361002,1
361185,1
362021,1
362202,1
362324,1
362492,1
363292,23
363676,23
364368,23
364802,23
364904,23
365378,23
365458,23
365479,23
366062,23
366253,23
367494,23
368218,23
368490,23
368849,23
369752,23
371585,33
372066,33
372350,33
372585,33
373084,33
373497,33
373677,33
374231,33
374632,33
375452,33
375697,33
375752,33
375882,33
375889,33
375908,33
376860,33
377179,33
377348,33
377675,33
378280,33
378710,33
378740,33
378818,33
379453,33
379878,33
380113,33
380395,33
380559,33
380730,33
381271,15
381518,15
381543,15
381812,15
381916,15
382863,15
383098,15
383826,15
384003,15
385438,15
385443,15
385609,15
385681,15
385833,15
386171,15
386575,15
386907,15
387119,15
387317,15
387408,15
387441,15
387533,15
387905,15
388070,15
388483,15
390115,28
390278,28
390305,28
390707,28
391023,28
391443,28
392295,28
392538,28
392578,28
392620,28
392741,28
392947,28
393361,28
393595,28
393637,28
393834,28
393941,28
394234,28
394296,28
394410,28
394501,28
394695,28
395197,28
395259,28
395286,28
395330,28
395475,28
396207,28
396412,28
397529,9
397824,9
398371,9
398642,9
398972,9
398978,9
399123,9
399288,9
399595,9
399743,9
400343,9
400505,9
400805,9
401370,9
401701,9
401845,9
401922,9
402143,9
402149,9
402271,9
402365,9
402454,9
404029,9
404221,9
405033,9
405859,9
405983,9
406182,9
406836,31
407177,31
407213,31
407821,31
408681,31
408918,31
410211,31
411340,31
411891,31
412109,31
412166,31
412311,31
412476,31
412584,31
412700,31
412781,31
412850,31
413026,31
413190,31
414698,31
414894,31
415838,31
416310,5
417327,5
417505,5
418164,5
418397,5
420241,5
420279,5
420461,5
420580,5
420823,5
421780,5
422334,5
422556,5
422729,5
422756,5
422924,5
422927,5
423339,5
